"time","future","rate"
"2021-10-26T01:00:00+00:00","BTC-PERP","0.000019"
"2021-10-26T00:00:00+00:00","BTC-PERP","0.000018"
"2021-10-25T23:00:00+00:00","BTC-PERP","0.000017"
"2021-10-25T22:00:00+00:00","BTC-PERP","0.000024"
"2021-10-25T21:00:00+00:00","BTC-PERP","0.000042"
"2021-10-25T20:00:00+00:00","BTC-PERP","0.000017"
"2021-10-25T19:00:00+00:00","BTC-PERP","0.000034"
"2021-10-25T18:00:00+00:00","BTC-PERP","0.000033"
"2021-10-25T17:00:00+00:00","BTC-PERP","0.000033"
"2021-10-25T16:00:00+00:00","BTC-PERP","0.000027"
"2021-10-25T15:00:00+00:00","BTC-PERP","0.000018"
"2021-10-25T14:00:00+00:00","BTC-PERP","0.000011"
"2021-10-25T13:00:00+00:00","BTC-PERP","0.000004"
"2021-10-25T12:00:00+00:00","BTC-PERP","0.00001"
"2021-10-25T11:00:00+00:00","BTC-PERP","0.000016"
"2021-10-25T10:00:00+00:00","BTC-PERP","0.000012"
"2021-10-25T09:00:00+00:00","BTC-PERP","0.000001"
"2021-10-25T08:00:00+00:00","BTC-PERP","0.000012"
"2021-10-25T07:00:00+00:00","BTC-PERP","0.000031"
"2021-10-25T06:00:00+00:00","BTC-PERP","0.000019"
"2021-10-25T05:00:00+00:00","BTC-PERP","0.000017"
"2021-10-25T04:00:00+00:00","BTC-PERP","0.00002"
"2021-10-25T03:00:00+00:00","BTC-PERP","0.00002"
"2021-10-25T02:00:00+00:00","BTC-PERP","0.00002"
"2021-10-25T01:00:00+00:00","BTC-PERP","0.000022"
"2021-10-25T00:00:00+00:00","BTC-PERP","0.000022"
"2021-10-24T23:00:00+00:00","BTC-PERP","0.000016"
"2021-10-24T22:00:00+00:00","BTC-PERP","0.000014"
"2021-10-24T21:00:00+00:00","BTC-PERP","0.000016"
"2021-10-24T20:00:00+00:00","BTC-PERP","0.000022"
"2021-10-24T19:00:00+00:00","BTC-PERP","0.000009"
"2021-10-24T18:00:00+00:00","BTC-PERP","0.000009"
"2021-10-24T17:00:00+00:00","BTC-PERP","0.000009"
"2021-10-24T16:00:00+00:00","BTC-PERP","0.000001"
"2021-10-24T15:00:00+00:00","BTC-PERP","0.000002"
"2021-10-24T14:00:00+00:00","BTC-PERP","-0.000002"
"2021-10-24T13:00:00+00:00","BTC-PERP","-0.000006"
"2021-10-24T12:00:00+00:00","BTC-PERP","0.000006"
"2021-10-24T11:00:00+00:00","BTC-PERP","0.000014"
"2021-10-24T10:00:00+00:00","BTC-PERP","0.000011"
"2021-10-24T09:00:00+00:00","BTC-PERP","0.000007"
"2021-10-24T08:00:00+00:00","BTC-PERP","0.000013"
"2021-10-24T07:00:00+00:00","BTC-PERP","0.000011"
"2021-10-24T06:00:00+00:00","BTC-PERP","0.000017"
"2021-10-24T05:00:00+00:00","BTC-PERP","0.00002"
"2021-10-24T04:00:00+00:00","BTC-PERP","0.000031"
"2021-10-24T03:00:00+00:00","BTC-PERP","0.000018"
"2021-10-24T02:00:00+00:00","BTC-PERP","0.000013"
"2021-10-24T01:00:00+00:00","BTC-PERP","0.00001"
"2021-10-24T00:00:00+00:00","BTC-PERP","0.000022"
"2021-10-23T23:00:00+00:00","BTC-PERP","0.000024"
"2021-10-23T22:00:00+00:00","BTC-PERP","0.000029"
"2021-10-23T21:00:00+00:00","BTC-PERP","0.000026"
"2021-10-23T20:00:00+00:00","BTC-PERP","0.00002"
"2021-10-23T19:00:00+00:00","BTC-PERP","0.000024"
"2021-10-23T18:00:00+00:00","BTC-PERP","0.000022"
"2021-10-23T17:00:00+00:00","BTC-PERP","0.000021"
"2021-10-23T16:00:00+00:00","BTC-PERP","0.000017"
"2021-10-23T15:00:00+00:00","BTC-PERP","0.000016"
"2021-10-23T14:00:00+00:00","BTC-PERP","0.000018"
"2021-10-23T13:00:00+00:00","BTC-PERP","0.000021"
"2021-10-23T12:00:00+00:00","BTC-PERP","0.000025"
"2021-10-23T11:00:00+00:00","BTC-PERP","0.000013"
"2021-10-23T10:00:00+00:00","BTC-PERP","0.000001"
"2021-10-23T09:00:00+00:00","BTC-PERP","0.00001"
"2021-10-23T08:00:00+00:00","BTC-PERP","0.000004"
"2021-10-23T07:00:00+00:00","BTC-PERP","0.000012"
"2021-10-23T06:00:00+00:00","BTC-PERP","0.000008"
"2021-10-23T05:00:00+00:00","BTC-PERP","0.000011"
"2021-10-23T04:00:00+00:00","BTC-PERP","0.000019"
"2021-10-23T03:00:00+00:00","BTC-PERP","0.000013"
"2021-10-23T02:00:00+00:00","BTC-PERP","0.000012"
"2021-10-23T01:00:00+00:00","BTC-PERP","0.000012"
"2021-10-23T00:00:00+00:00","BTC-PERP","0.000014"
"2021-10-22T23:00:00+00:00","BTC-PERP","0.00002"
"2021-10-22T22:00:00+00:00","BTC-PERP","0.000027"
"2021-10-22T21:00:00+00:00","BTC-PERP","0.000026"
"2021-10-22T20:00:00+00:00","BTC-PERP","0.00003"
"2021-10-22T19:00:00+00:00","BTC-PERP","0.000037"
"2021-10-22T18:00:00+00:00","BTC-PERP","0.000033"
"2021-10-22T17:00:00+00:00","BTC-PERP","0.000035"
"2021-10-22T16:00:00+00:00","BTC-PERP","0.00003"
"2021-10-22T15:00:00+00:00","BTC-PERP","0.00003"
"2021-10-22T14:00:00+00:00","BTC-PERP","0.000014"
"2021-10-22T13:00:00+00:00","BTC-PERP","0.000018"
"2021-10-22T12:00:00+00:00","BTC-PERP","0.000029"
"2021-10-22T11:00:00+00:00","BTC-PERP","0.000026"
"2021-10-22T10:00:00+00:00","BTC-PERP","0.000021"
"2021-10-22T09:00:00+00:00","BTC-PERP","0.000026"
"2021-10-22T08:00:00+00:00","BTC-PERP","0.000022"
"2021-10-22T07:00:00+00:00","BTC-PERP","0.000024"
"2021-10-22T06:00:00+00:00","BTC-PERP","0.000024"
"2021-10-22T05:00:00+00:00","BTC-PERP","0.000014"
"2021-10-22T04:00:00+00:00","BTC-PERP","0.000031"
"2021-10-22T03:00:00+00:00","BTC-PERP","0.00003"
