"time","future","rate"
"2021-09-09T09:00:00+00:00","TLM-PERP","-0.000013"
"2021-09-09T09:00:00+00:00","ONT-PERP","-0.000032"
"2021-09-09T09:00:00+00:00","ENJ-PERP","-0.000029"
"2021-09-09T09:00:00+00:00","YFII-PERP","-0.000043"
"2021-09-09T09:00:00+00:00","CHR-PERP","0.000032"
"2021-09-09T09:00:00+00:00","BAND-PERP","0.000021"
"2021-09-09T09:00:00+00:00","C98-PERP","0.000022"
"2021-09-09T09:00:00+00:00","KNC-PERP","-0.000022"
"2021-09-09T09:00:00+00:00","OKB-PERP","0.000023"
"2021-09-09T09:00:00+00:00","ORBS-PERP","-0.000128"
"2021-09-09T09:00:00+00:00","PAXG-PERP","0.000008"
"2021-09-09T09:00:00+00:00","DMG-PERP","0.000986"
"2021-09-09T09:00:00+00:00","BNT-PERP","0.000035"
"2021-09-09T09:00:00+00:00","ASD-PERP","0.000054"
"2021-09-09T09:00:00+00:00","HOT-PERP","0.000023"
"2021-09-09T09:00:00+00:00","CRV-PERP","-0.000068"
"2021-09-09T09:00:00+00:00","HUM-PERP","0.000588"
"2021-09-09T09:00:00+00:00","CVC-PERP","0.000028"
"2021-09-09T09:00:00+00:00","DAWN-PERP","-0.00023"
"2021-09-09T09:00:00+00:00","PRIV-PERP","0.000104"
"2021-09-09T09:00:00+00:00","SECO-PERP","0.000083"
"2021-09-09T09:00:00+00:00","CEL-PERP","0.000024"
"2021-09-09T09:00:00+00:00","AMPL-PERP","0.000159"
"2021-09-09T09:00:00+00:00","EXCH-PERP","0"
"2021-09-09T09:00:00+00:00","CUSDT-PERP","-0.000017"
"2021-09-09T09:00:00+00:00","RUNE-PERP","-0.000016"
"2021-09-09T09:00:00+00:00","LEO-PERP","-0.000164"
"2021-09-09T09:00:00+00:00","MTA-PERP","0.000097"
"2021-09-09T09:00:00+00:00","STX-PERP","0.000106"
"2021-09-09T09:00:00+00:00","ALGO-PERP","0.000065"
"2021-09-09T09:00:00+00:00","SKL-PERP","-0.000025"
"2021-09-09T09:00:00+00:00","RAMP-PERP","0.000008"
"2021-09-09T09:00:00+00:00","ZRX-PERP","-0.000046"
"2021-09-09T09:00:00+00:00","SRN-PERP","-0.000469"
"2021-09-09T09:00:00+00:00","CONV-PERP","-0.000011"
"2021-09-09T09:00:00+00:00","BSV-PERP","-0.000028"
"2021-09-09T09:00:00+00:00","CREAM-PERP","-0.000021"
"2021-09-09T09:00:00+00:00","SUSHI-PERP","0.000004"
"2021-09-09T09:00:00+00:00","TOMO-PERP","0.000026"
"2021-09-09T09:00:00+00:00","HOLY-PERP","-0.000001"
"2021-09-09T09:00:00+00:00","BADGER-PERP","0.000054"
"2021-09-09T09:00:00+00:00","DYDX-PERP","0"
"2021-09-09T08:00:00+00:00","BCH-PERP","0.000002"
"2021-09-09T08:00:00+00:00","CREAM-PERP","0.000022"
"2021-09-09T08:00:00+00:00","UNISWAP-PERP","0.000298"
"2021-09-09T08:00:00+00:00","ICX-PERP","-0.000026"
"2021-09-09T08:00:00+00:00","XAUT-PERP","0.000055"
"2021-09-09T08:00:00+00:00","HOT-PERP","-0.000008"
"2021-09-09T08:00:00+00:00","ALPHA-PERP","0.000033"
"2021-09-09T08:00:00+00:00","TRYB-PERP","-0.000092"
"2021-09-09T08:00:00+00:00","BRZ-PERP","-0.000026"
"2021-09-09T08:00:00+00:00","CHZ-PERP","0.000033"
"2021-09-09T08:00:00+00:00","SC-PERP","0.000007"
"2021-09-09T08:00:00+00:00","CUSDT-PERP","0.000007"
"2021-09-09T08:00:00+00:00","ROOK-PERP","0.00007"
"2021-09-09T08:00:00+00:00","STORJ-PERP","-0.000046"
"2021-09-09T08:00:00+00:00","DMG-PERP","0.000975"
"2021-09-09T08:00:00+00:00","1INCH-PERP","-0.000003"
"2021-09-09T08:00:00+00:00","BAO-PERP","0.000026"
"2021-09-09T08:00:00+00:00","XEM-PERP","-0.000049"
"2021-09-09T08:00:00+00:00","MEDIA-PERP","-0.000159"
"2021-09-09T08:00:00+00:00","FLOW-PERP","-0.000066"
"2021-09-09T08:00:00+00:00","MVDA10-PERP","-0.00002"
"2021-09-09T08:00:00+00:00","IOTA-PERP","0.000031"
"2021-09-09T08:00:00+00:00","THETA-PERP","0.000062"
"2021-09-09T08:00:00+00:00","AR-PERP","0.000121"
"2021-09-09T08:00:00+00:00","LUNA-PERP","0.00002"
"2021-09-09T08:00:00+00:00","PROM-PERP","0.00003"
"2021-09-09T08:00:00+00:00","EXCH-PERP","0.000008"
"2021-09-09T08:00:00+00:00","LINA-PERP","0.000016"
"2021-09-09T08:00:00+00:00","LINK-PERP","0.000011"
"2021-09-09T08:00:00+00:00","KSM-PERP","0.000022"
"2021-09-09T08:00:00+00:00","EGLD-PERP","0.000096"
"2021-09-09T08:00:00+00:00","DODO-PERP","-0.000037"
